DATE,DDOI04USA066NWDB
1996-01-01,0.205531
1997-01-01,0.22982399999999997
1998-01-01,0.21284699999999998
1999-01-01,0.23751599999999998
2000-01-01,0.20780300000000002
2001-01-01,0.23776
2002-01-01,0.302529
2003-01-01,0.324114
2004-01-01,0.29434299999999997
2005-01-01,0.275383
2006-01-01,0.244178
2007-01-01,0.20086600000000002
2008-01-01,0.2049
2009-01-01,0.291344
2010-01-01,0.31664000000000003
2011-01-01,0.312515
2012-01-01,0.313423
2013-01-01,0.337079
2014-01-01,0.33415900000000004
